premise	hypothesis	label
That's a good sign.	That's not a bad sign.	0
That's a good sign.	That's an evil sign.	1
That's a good sign.	That's not an evil sign.	0
Yeah, it's the same thing.	Yeah, it's the other thing.	1
Yeah, it's the same thing.	Yeah, it's not the same thing.	1
Yeah, it's the same thing.	Yeah, it's not the other thing.	0
Yeah, it's the same thing.	Yeah, it's a different thing.	1
Yeah, it's the same thing.	Yeah, it's not a different thing.	0
Yeah, it's the same thing.	Yeah, it's an unlike thing.	1
Yeah, it's the same thing.	Yeah, it's not an unlike thing.	0
Door is open.	Door is shut.	1
Door is open.	Door is not open.	1
Door is open.	Door is not shut.	0
Door is open.	Door is closed.	1
Door is open.	Door is not closed.	0
Door is open.	Door is covert.	1
Door is open.	Door is not covert.	0
She's dead.	She's alive.	1
She's dead.	She's not dead.	1
She's dead.	She's not alive.	0
She's ill, isn't she?	She's well, isn't she?	1
She's ill, isn't she?	She's not ill, is she?	1
She's ill, isn't she?	She's not well, is she?	0
It's new.	It's old.	1
It's new.	It's not new.	1
It's new.	It's not old.	0
It's new.	It's worn.	1
It's new.	It's not worn.	0
How can you say it's that bad?	How can you say it's that good?	1
How can you say it's that bad?	How can you say it's not that bad?	1
How can you say it's that bad?	How can you say it's not that good?	0
It does look good.	It does look bad.	1
It does look good.	It does not look good.	1
It does look good.	It does not look bad.	0
It does look good.	It does look evil.	1
It does look good.	It does not look evil.	0
I know it's real.	I know it's unreal.	1
I know it's real.	I know it's not real.	1
I know it's real.	I know it's not unreal.	0
I know it's real.	I know it's nominal.	1
I know it's real.	I know it's not nominal.	0
I know it's real.	I know it's insubstantial.	1
I know it's real.	I know it's not insubstantial.	0
That is healthy.	That is unhealthy.	1
That is healthy.	That is not healthy.	1
That is healthy.	That is not unhealthy.	0
It's logical.	It's illogical.	1
It's logical.	It's not logical.	1
It's logical.	It's not illogical.	0
It's logical.	It's incoherent.	1
It's logical.	It's not incoherent.	0
This is good.	This is bad.	1
This is good.	This is not good.	1
This is good.	This is not bad.	0
This is good.	This is evil.	1
This is good.	This is not evil.	0
Hey, that's fair.	Hey, that's unfair.	1
Hey, that's fair.	Hey, that's not fair.	1
Hey, that's fair.	Hey, that's not unfair.	0
Hey, that's fair.	Hey, that's foul.	1
Hey, that's fair.	Hey, that's not foul.	0
Oh, my God, he's breathing.	Oh, my God, he's breathless.	1
Oh, my God, he's breathing.	Oh, my God, he's not breathing.	1
Oh, my God, he's breathing.	Oh, my God, he's not breathless.	0
It is the same.	It is the other.	1
It is the same.	It is not the same.	1
It is the same.	It is not the other.	0
It is the same.	It is different.	1
It is the same.	It is not different.	0
It is the same.	It is unlike.	1
It is the same.	It is not unlike.	0
My client is competent to give consent.	My client is incompetent to give consent.	1
My client is competent to give consent.	My client is not competent to give consent.	1
My client is competent to give consent.	My client is not incompetent to give consent.	0
It is wise.	It is foolish.	1
It is wise.	It is not wise.	1
It is wise.	It is not foolish.	0
She's in a good way.	She's in a bad way.	1
She's in a good way.	She's not in a good way.	1
She's in a good way.	She's not in a bad way.	0
She's in a good way.	She's in an evil way.	1
She's in a good way.	She's not in an evil way.	0
This is the same.	This is the other.	1
This is the same.	This is not the same.	1
This is the same.	This is not the other.	0
This is the same.	This is different.	1
This is the same.	This is not different.	0
It's personal, guys.	It's impersonal, guys.	1
It's personal, guys.	It's not personal, guys.	1
It's personal, guys.	It's not impersonal, guys.	0
You have to understand, it's easy for us.	You have to understand, it's difficult for us.	1
You have to understand, it's easy for us.	You have to understand, it's not easy for us.	1
You have to understand, it's easy for us.	You have to understand, it's not difficult for us.	0
You have to understand, it's easy for us.	You have to understand, it's uneasy for us.	1
You have to understand, it's easy for us.	You have to understand, it's not uneasy for us.	0
The guy's bad.	The guy's good.	1
The guy's bad.	The guy's not bad.	1
The guy's bad.	The guy's not good.	0
It...it's possible.	It...it's impossible.	1
It...it's possible.	It...it's not possible.	1
It...it's possible.	It...it's not impossible.	0
It...it's possible.	It...it's actual.	1
It...it's possible.	It...it's not actual.	0
This is normal.	This is abnormal.	1
This is normal.	This is not normal.	1
This is normal.	This is not abnormal.	0
This is normal.	This is paranormal.	1
This is normal.	This is not paranormal.	0
You're dead.	You're alive.	1
You're dead.	You're not dead.	1
You're dead.	You're not alive.	0
This does look good.	This does look bad.	1
This does look good.	This does not look good.	1
This does look good.	This does not look bad.	0
This does look good.	This does look evil.	1
This does look good.	This does not look evil.	0
I'm sure where to start.	I'm uncertain where to start.	1
I'm sure where to start.	I'm not sure where to start.	1
I'm sure where to start.	I'm not uncertain where to start.	0
I'm sure where to start.	I'm unsure where to start.	1
I'm sure where to start.	I'm not unsure where to start.	0
It's unlikely.	It's probable.	1
It's unlikely.	It's not probable.	0
You're angry?	You're unangry?	1
You're angry?	You're not angry?	1
You're angry?	You're not unangry?	0
He's the same.	He's the other.	1
He's the same.	He's not the same.	1
He's the same.	He's not the other.	0
He's the same.	He's different.	1
He's the same.	He's not different.	0
He's the same.	He's unlike.	1
He's the same.	He's not unlike.	0
That's cool, man.	That's uncool, man.	1
That's cool, man.	That's not cool, man.	1
That's cool, man.	That's not uncool, man.	0
I am ready.	I am unready.	1
I am ready.	I am not ready.	1
I am ready.	I am not unready.	0
I could be a good son.	I could be a bad son.	1
I could be a good son.	I could not be a good son.	1
I could be a good son.	I could not be a bad son.	0
I could be a good son.	I could be an evil son.	1
I could be a good son.	I could not be an evil son.	0
He is wrong in this.	He is correct in this.	1
He is wrong in this.	He is not wrong in this.	1
He is wrong in this.	He is not correct in this.	0
He is wrong in this.	He is right in this.	1
He is wrong in this.	He is not right in this.	0
So it's unexpected.	So it's expected.	1
So it's unexpected.	So it's not unexpected.	1
So it's unexpected.	So it's not expected.	0
It's looking good.	It's looking bad.	1
It's looking good.	It's not looking good.	1
It's looking good.	It's not looking bad.	0
It's hard.	It's easy.	1
It's hard.	It's not hard.	1
It's hard.	It's not easy.	0
It's hard.	It's soft.	1
It's hard.	It's not soft.	0
It's hard.	It's voiced.	1
It's hard.	It's not voiced.	0
Yes, it's bad.	Yes, it's good.	1
Yes, it's bad.	Yes, it's not bad.	1
Yes, it's bad.	Yes, it's not good.	0
That's going to be easy.	That's going to be difficult.	1
That's going to be easy.	That's not going to be easy.	1
That's going to be easy.	That's not going to be difficult.	0
That's going to be easy.	That's going to be uneasy.	1
That's going to be easy.	That's not going to be uneasy.	0
This is personal.	This is impersonal.	1
This is personal.	This is not personal.	1
This is personal.	This is not impersonal.	0
I'm sure about that.	I'm uncertain about that.	1
I'm sure about that.	I'm not sure about that.	1
I'm sure about that.	I'm not uncertain about that.	0
I'm sure about that.	I'm unsure about that.	1
I'm sure about that.	I'm not unsure about that.	0
That is important.	That is unimportant.	1
That is important.	That is not important.	1
That is important.	That is not unimportant.	0
That is important.	That is insignificant.	1
That is important.	That is not insignificant.	0
That is important.	That is noncrucial.	1
That is important.	That is not noncrucial.	0
I'm ready to.	I'm unready to.	1
I'm ready to.	I'm not ready to.	1
I'm ready to.	I'm not unready to.	0
It's personal...he likes you.	It's impersonal...he likes you.	1
It's personal...he likes you.	It's not personal...he likes you.	1
It's personal...he likes you.	It's not impersonal...he likes you.	0
That may be possible.	That may be impossible.	1
That may be possible.	That may not be possible.	1
That may be possible.	That may not be impossible.	0
That may be possible.	That may be actual.	1
That may be possible.	That may not be actual.	0
No, it's the same thing.	No, it's the other thing.	1
No, it's the same thing.	No, it's not the same thing.	1
No, it's the same thing.	No, it's not the other thing.	0
No, it's the same thing.	No, it's a different thing.	1
No, it's the same thing.	No, it's not a different thing.	0
No, it's the same thing.	No, it's an unlike thing.	1
No, it's the same thing.	No, it's not an unlike thing.	0
It is legal	It is illegal	1
It is legal	It is not legal	1
It is legal	It is not illegal	0
That's a good thing.	That's a bad thing.	1
That's a good thing.	That's not a good thing.	1
That's a good thing.	That's not a bad thing.	0
That's a good thing.	That's an evil thing.	1
That's a good thing.	That's not an evil thing.	0
That was good.	That was bad.	1
That was good.	That was not good.	1
That was good.	That was not bad.	0
That was good.	That was evil.	1
That was good.	That was not evil.	0
I am happy.	I am unhappy.	1
I am happy.	I am not happy.	1
I am happy.	I am not unhappy.	0
That's likely.	That's unlikely.	1
That's likely.	That's not likely.	1
That's likely.	That's not unlikely.	0
That's likely.	That's improbable.	1
That's likely.	That's not improbable.	0
But it's possible.	But it's impossible.	1
But it's possible.	But it's not possible.	1
But it's possible.	But it's not impossible.	0
But it's possible.	But it's actual.	1
But it's possible.	But it's not actual.	0
No, that's true.	No, that's false.	1
No, that's true.	No, that's not true.	1
No, that's true.	No, that's not false.	0
No, that's true.	No, that's untruthful.	1
No, that's true.	No, that's not untruthful.	0
That's totally true.	That's totally false.	1
That's totally true.	That's not true at all.	1
That's totally true.	That's not false at all.	0
That's totally true.	That's totally untruthful.	1
That's totally true.	That's not untruthful at all.	0
I'm stupid.	I'm smart.	1
I'm stupid.	I'm not stupid.	1
I'm stupid.	I'm not smart.	0
I'm stupid.	I'm intelligent.	1
I'm stupid.	I'm not intelligent.	0
I'm sure why.	I'm uncertain why.	1
I'm sure why.	I'm not sure why.	1
I'm sure why.	I'm not uncertain why.	0
I'm sure why.	I'm unsure why.	1
I'm sure why.	I'm not unsure why.	0
That's relevant to this discussion.	That's irrelevant to this discussion.	1
That's relevant to this discussion.	That's not relevant to this discussion.	1
That's relevant to this discussion.	That's not irrelevant to this discussion.	0
That's healthy.	That's unhealthy.	1
That's healthy.	That's not healthy.	1
That's healthy.	That's not unhealthy.	0
There's something right about this.	There's something incorrect about this.	1
There's something right about this.	There's something not right about this.	1
There's something right about this.	There's something not incorrect about this.	0
There's something right about this.	There's something wrong about this.	1
There's something right about this.	There's something not wrong about this.	0
Yes, bad.	Yes, good.	1
Yes, bad.	Yes, not bad.	1
Yes, bad.	Yes, not good.	0
Be shy.	Be confident.	1
Be shy.	Do not be shy.	1
Be shy.	Do not be confident.	0
I'm wrong, aren't I?	I'm correct, aren't I?	1
I'm wrong, aren't I?	I'm not wrong, am I?	1
I'm wrong, aren't I?	I'm not correct, am I?	0
I'm wrong, aren't I?	I'm right, aren't I?	1
I'm wrong, aren't I?	I'm not right, am I?	0
I'm available.	I'm unavailable.	1
I'm available.	I'm not available.	1
I'm available.	I'm not unavailable.	0
I'm a big pet guy.	I'm uninterested in pets.	1
I'm a big pet guy.	I'm not a big pet guy.	1
I'm a big pet guy.	I'm not uninterested in pets.	0
I'm a big pet guy.	I'm a small pet guy.	1
I'm a big pet guy.	I'm not a small pet guy.	0
That's true.	That's false.	1
That's true.	That's not true.	1
That's true.	That's not false.	0
That's true.	That's untruthful.	1
That's true.	That's not untruthful.	0
I'm guilty, sir.	I'm innocent, sir.	1
I'm guilty, sir.	I'm not guilty, sir.	1
I'm guilty, sir.	I'm not innocent, sir.	0
I'm a good talker too.	I'm a bad talker too.	1
I'm a good talker too.	I'm not a good talker either.	1
I'm a good talker too.	I'm not a bad talker either.	0
I'm a good talker too.	I'm a evil talker too.	1
I'm a good talker too.	I'm not an evil talker either.	0
He is dead.	He is alive.	1
He is dead.	He is not dead.	1
He is dead.	He is not alive.	0
You're safe.	You're dangerous.	1
You're safe.	You're not safe.	1
You're safe.	You're not dangerous.	0
You're safe.	You're out.	1
You're safe.	You're not out.	0
I am afraid.	I am unafraid.	1
I am afraid.	I am not afraid.	1
I am afraid.	I am not unafraid.	0
I'm sure I understand.	I'm uncertain I understand.	1
I'm sure I understand.	I'm not sure I understand.	1
I'm sure I understand.	I'm not uncertain I understand.	0
I'm sure I understand.	I'm unsure I understand.	1
I'm sure I understand.	I'm not unsure I understand.	0
It's going to be easy.	It's going to be difficult.	1
